Date,10year,5year,1year
31/10/2016,7.26,6.98,6.33
01/11/2016,7.24,6.95,6.32
02/11/2016,7.23,6.93,6.37
03/11/2016,7.27,6.94,6.47
04/11/2016,7.31,7.01,6.26
07/11/2016,7.33,7.02,6.35
08/11/2016,7.29,7,6.35
09/11/2016,7.37,7.02,6.35
10/11/2016,7.42,7.04,6.42
11/11/2016,7.47,7.21,6.92
14/11/2016,7.9,7.65,6.48
15/11/2016,7.92,7.75,6.61
16/11/2016,7.87,7.66,6.73
17/11/2016,7.78,7.6,6.68
18/11/2016,7.79,7.68,7.2
21/11/2016,7.85,7.79,7.28
22/11/2016,7.91,7.92,7.38
23/11/2016,8.01,7.99,7.26
24/11/2016,8.16,8.17,7.05
25/11/2016,8.3,8.34,7.64
28/11/2016,8.3,8.25,7.57
29/11/2016,8.23,8.14,7.62
30/11/2016,8.18,8.05,7.39
01/12/2016,8.09,7.98,7.04
02/12/2016,8.07,7.92,7.09
05/12/2016,8.07,7.91,7.19
06/12/2016,8,7.8,6.98
07/12/2016,7.87,7.7,6.97
08/12/2016,7.57,7.27,6.83
09/12/2016,7.6,7.36,6.77
13/12/2016,7.71,7.51,6.99
14/12/2016,7.8,7.6,6.95
15/12/2016,7.91,7.76,7.45
16/12/2016,8.01,7.84,7.42
19/12/2016,7.97,7.83,7.38
20/12/2016,7.91,7.65,6.99
21/12/2016,7.88,7.6,6.89
22/12/2016,7.86,7.56,7
23/12/2016,7.89,7.58,7.24
27/12/2016,7.9,7.59,7.37
28/12/2016,7.93,7.58,7.4
29/12/2016,7.95,7.6,7.4
30/12/2016,7.94,7.59,7.46
31/12/2016,7.94,7.59,7.46
03/01/2017,7.96,7.63,7.29
04/01/2017,7.93,7.64,7.26
05/01/2017,7.61,7.48,7.14
06/01/2017,7.6,7.45,7.13
09/01/2017,7.61,7.39,7.1
10/01/2017,7.6,7.36,7.04
11/01/2017,7.59,7.37,7.01
12/01/2017,7.59,7.31,7.02
13/01/2017,7.49,7.29,6.82
16/01/2017,7.52,7.27,6.79
17/01/2017,7.54,7.27,6.7
18/01/2017,7.52,7.22,6.59
19/01/2017,7.56,7.25,6.68
20/01/2017,7.58,7.23,6.68
23/01/2017,7.56,7.22,6.69
24/01/2017,7.54,7.15,6.72
25/01/2017,7.53,7.15,6.66
26/01/2017,7.58,7.21,6.66
27/01/2017,7.62,7.23,6.82
30/01/2017,7.62,7.26,6.9
31/01/2017,7.64,7.28,6.71
01/02/2017,7.63,7.29,6.72
02/02/2017,7.65,7.31,6.71
03/02/2017,7.63,7.32,6.63
06/02/2017,7.57,7.26,6.64
07/02/2017,7.55,7.23,6.64
08/02/2017,7.55,7.23,6.61
09/02/2017,7.51,7.2,6.6
10/02/2017,7.49,7.18,6.65
13/02/2017,7.52,7.18,6.68
14/02/2017,7.53,7.2,6.56
15/02/2017,7.52,7.19,6.67
16/02/2017,7.55,7.2,6.63
17/02/2017,7.55,7.21,6.63
20/02/2017,7.53,7.22,6.58
21/02/2017,7.56,7.25,6.7
22/02/2017,7.6,7.29,6.67
23/02/2017,7.57,7.28,6.67
24/02/2017,7.56,7.27,6.74
27/02/2017,7.51,7.27,6.79
28/02/2017,7.54,7.3,6.68
01/03/2017,7.54,7.28,6.7
02/03/2017,7.54,7.26,6.68
03/03/2017,7.48,7.25,6.67
06/03/2017,7.49,7.25,6.68
07/03/2017,7.48,7.24,6.7
08/03/2017,7.42,7.22,6.71
09/03/2017,7.45,7.22,6.66
10/03/2017,7.51,7.27,6.65
13/03/2017,7.48,7.26,6.62
14/03/2017,7.47,7.25,6.63
15/03/2017,7.4,7.19,6.58
16/03/2017,7.3,7.12,6.58
17/03/2017,7.25,7.07,6.74
18/03/2017,7.25,7.07,6.74
20/03/2017,7.19,7.02,6.78
21/03/2017,7.14,6.96,6.48
22/03/2017,7.15,6.94,6.26
23/03/2017,7.14,6.87,6.36
24/03/2017,7.11,6.91,6.31
26/03/2017,7.11,6.91,6.31
27/03/2017,7.09,6.92,6.4
29/03/2017,7.09,6.91,6.45
30/03/2017,7.04,6.86,6.41
31/03/2017,7.03,6.82,6.47
03/04/2017,7.03,6.8,6.34
04/04/2017,7.01,6.77,6.32
05/04/2017,7.03,6.77,6.28
06/04/2017,7.05,6.79,6.25
07/04/2017,7.11,6.87,6.36
10/04/2017,7.12,6.88,6.35
11/04/2017,7.1,6.86,6.25
12/04/2017,7.07,6.81,6.19
13/04/2017,7.04,6.74,6.18
17/04/2017,7.03,6.71,6.16
18/04/2017,7.05,6.71,6.17
19/04/2017,7.05,6.73,6.17
20/04/2017,7.09,6.75,6.18
21/04/2017,7.1,6.75,6.17
22/04/2017,7.1,6.75,6.17
25/04/2017,7.09,6.74,6.19
26/04/2017,7.03,6.7,6.18
27/04/2017,7.05,6.67,6.16
28/04/2017,7.03,6.67,6.21
02/05/2017,7.03,6.67,6.22
03/05/2017,7.02,6.67,6.22
04/05/2017,7.04,6.67,6.21
05/05/2017,7.06,6.7,6.22
07/05/2017,7.06,6.7,6.22
08/05/2017,7.07,6.73,6.23
09/05/2017,7.1,6.77,6.24
10/05/2017,7.15,6.8,6.38
12/05/2017,7.2,6.84,6.31
15/05/2017,7.06,6.76,6.31
16/05/2017,7.04,6.76,6.31
17/05/2017,7.03,6.75,6.35
18/05/2017,7.06,6.77,6.34
19/05/2017,7.1,6.8,6.33
22/05/2017,6.96,6.73,6.32
23/05/2017,6.96,6.7,6.32
24/05/2017,6.95,6.71,6.32
26/05/2017,6.94,6.7,6.39
29/05/2017,6.94,6.71,6.33
30/05/2017,6.95,6.71,6.33
31/05/2017,6.95,6.71,6.24
02/06/2017,6.94,6.7,6.21
05/06/2017,6.94,6.71,6.26
06/06/2017,6.93,6.69,6.27
07/06/2017,6.94,6.7,6.26
08/06/2017,6.93,6.7,6.27
09/06/2017,6.9,6.69,6.13
12/06/2017,6.9,6.67,6.17
13/06/2017,6.9,6.65,6.21
14/06/2017,6.88,6.66,6.17
15/06/2017,6.84,6.66,6.16
16/06/2017,6.8,6.65,5.96
19/06/2017,6.77,6.64,5.85
20/06/2017,6.77,6.67,5.53
21/06/2017,6.81,6.69,5.97
22/06/2017,6.81,6.67,5.91
23/06/2017,6.81,6.67,5.94
25/06/2017,6.81,6.67,5.94
01/07/2017,6.81,6.94,6.06
02/07/2017,6.81,6.94,5.77
03/07/2017,6.86,6.75,5.92
04/07/2017,6.83,6.74,5.86
05/07/2017,6.8,6.73,5.85
06/07/2017,6.87,6.8,5.96
07/07/2017,7.02,6.95,5.69
10/07/2017,7.21,6.99,5.98
11/07/2017,7.16,6.98,5.87
12/07/2017,7.08,6.87,5.9
13/07/2017,6.97,6.82,5.86
14/07/2017,6.97,6.8,5.92
16/07/2017,6.97,6.82,6.08
17/07/2017,6.95,6.8,5.91
18/07/2017,6.95,6.79,5.88
19/07/2017,6.93,6.78,5.82
20/07/2017,6.92,6.77,5.75
21/07/2017,6.93,6.77,5.86
24/07/2017,6.92,6.75,5.94
25/07/2017,6.93,6.76,5.88
26/07/2017,6.94,6.77,5.74
27/07/2017,6.96,6.77,6.03
28/07/2017,6.95,6.76,6.14
31/07/2017,6.95,6.75,6.03
01/08/2017,6.93,6.73,6.17
02/08/2017,6.92,6.74,5.95
03/08/2017,6.91,6.72,6.09
04/08/2017,6.89,6.7,6.1
06/08/2017,6.89,6.7,6.17
07/08/2017,6.88,6.69,6.07
08/08/2017,6.89,6.67,6.03
09/08/2017,6.84,6.62,5.99
10/08/2017,6.87,6.64,6
11/08/2017,6.89,6.64,6.07
14/08/2017,6.9,6.64,5.95
15/08/2017,6.9,6.63,5.85
16/08/2017,6.91,6.63,5.85
18/08/2017,6.9,6.62,5.81
21/08/2017,6.88,6.54,5.84
22/08/2017,6.87,6.54,5.92
23/08/2017,6.86,6.52,5.87
24/08/2017,6.86,6.47,5.76
25/08/2017,6.83,6.39,5.7
28/08/2017,6.76,6.36,5.67
29/08/2017,6.77,6.37,5.65
30/08/2017,6.72,6.3,5.58
31/08/2017,6.68,6.26,5.6
04/09/2017,6.66,6.25,5.43
05/09/2017,6.66,6.25,5.59
06/09/2017,6.57,6.17,5.89
07/09/2017,6.57,6.14,5.79
08/09/2017,6.47,6.05,5.76
11/09/2017,6.38,5.99,5.67
12/09/2017,6.43,6.03,5.65
13/09/2017,6.45,6.04,5.68
14/09/2017,6.51,6.11,5.69
15/09/2017,6.54,6.12,5.66
18/09/2017,6.49,6.03,5.6
19/09/2017,6.47,6.03,5.58
20/09/2017,6.45,6.03,5.54
22/09/2017,6.45,6.02,5.51
25/09/2017,6.27,5.87,5.51
26/09/2017,6.32,5.94,5.48
27/09/2017,6.39,6.01,5.63
28/09/2017,6.58,6.21,5.64
29/09/2017,6.5,6.12,5.77
02/10/2017,6.47,6.11,5.7
03/10/2017,6.53,6.18,5.75
04/10/2017,6.51,6.15,5.76
05/10/2017,6.49,6.15,5.72
06/10/2017,6.5,6.17,5.75
09/10/2017,6.55,6.22,5.73
10/10/2017,6.57,6.24,5.81
11/10/2017,6.58,6.26,5.75
12/10/2017,6.59,6.25,5.73
13/10/2017,6.56,6.22,5.66
16/10/2017,6.54,6.2,5.77
17/10/2017,6.59,6.22,5.71
18/10/2017,6.65,6.24,5.76
19/10/2017,6.65,6.24,5.62
20/10/2017,6.63,6.25,5.62
22/10/2017,6.63,6.25,5.62
23/10/2017,6.71,6.3,5.62
24/10/2017,6.73,6.35,5.58
25/10/2017,6.79,6.39,5.72
26/10/2017,6.86,6.44,5.72
27/10/2017,6.82,6.44,5.51
29/10/2017,6.82,6.44,5.65
30/10/2017,6.82,6.48,5.75
31/10/2017,6.81,6.42,5.55
01/11/2017,6.77,6.42,5.4
02/11/2017,6.76,6.37,5.56
03/11/2017,6.67,6.29,5.69
06/11/2017,6.66,6.33,5.68
07/11/2017,6.67,6.31,5.7
08/11/2017,6.66,6.31,5.48
09/11/2017,6.66,6.3,5.66
10/11/2017,6.64,6.3,5.66
13/11/2017,6.67,6.33,5.47
14/11/2017,6.69,6.35,5.46
15/11/2017,6.65,6.28,5.56
16/11/2017,6.67,6.29,5.46
17/11/2017,6.68,6.26,5.46
20/11/2017,6.62,6.23,5.49
21/11/2017,6.61,6.21,5.61
22/11/2017,6.59,6.2,5.37
23/11/2017,6.57,6.16,5.4
24/11/2017,6.55,6.12,5.42
27/11/2017,6.57,6.13,5.27
28/11/2017,6.6,6.14,5.39
29/11/2017,6.53,6.07,5.33
30/11/2017,6.51,6.05,5.27
04/12/2017,6.51,6.07,5.36
05/12/2017,6.53,6.04,5.35
06/12/2017,6.51,6.03,5.21
07/12/2017,6.54,6.05,5.31
08/12/2017,6.55,6.07,5.36
11/12/2017,6.55,6.07,5.54
12/12/2017,6.52,6.04,5.52
13/12/2017,6.53,6.05,5.53
14/12/2017,6.51,6.04,5.56
15/12/2017,6.48,6.02,5.5
16/12/2017,6.48,6.02,5.5
18/12/2017,6.49,6.03,5.58
19/12/2017,6.48,6.04,5.49
20/12/2017,6.46,6.04,5.5
21/12/2017,6.41,5.99,5.46
22/12/2017,6.37,5.97,5.46
27/12/2017,6.35,5.99,5.44
28/12/2017,6.34,5.97,5.43
29/12/2017,6.31,5.94,5.36
30/12/2017,6.31,5.94,5.36
02/01/2018,6.28,5.93,5.37
03/01/2018,6.26,5.93,5.49
04/01/2018,6.12,5.67,5.33
05/01/2018,6.08,5.57,5.24
08/01/2018,6.07,5.53,5.2
09/01/2018,6.08,5.57,5.27
10/01/2018,6.16,5.7,5.25
11/01/2018,6.13,5.66,5.24
12/01/2018,6.06,5.59,5.08
15/01/2018,6.08,5.58,5.12
16/01/2018,6.08,5.58,5.16
17/01/2018,6.08,5.59,5.1
18/01/2018,6.08,5.6,5.12
19/01/2018,6.09,5.56,5.1
22/01/2018,6.13,5.61,5.11
23/01/2018,6.16,5.66,5.13
24/01/2018,6.17,5.68,5.14
25/01/2018,6.17,5.67,5.05
26/01/2018,6.17,5.69,5.03
29/01/2018,6.21,5.73,5.02
30/01/2018,6.37,5.85,5.21
31/01/2018,6.32,5.78,5.18
01/02/2018,6.22,5.76,5.12
02/02/2018,6.26,5.78,5.11
05/02/2018,6.36,5.82,5.11
06/02/2018,6.36,5.85,5.11
07/02/2018,6.37,5.82,5.09
08/02/2018,6.37,5.8,5.07
09/02/2018,6.36,5.8,5.07
12/02/2018,6.36,5.8,5.07
13/02/2018,6.38,5.79,5.09
14/02/2018,6.42,5.8,5.08
15/02/2018,6.41,5.75,5.1
18/02/2018,6.41,5.75,5.1
19/02/2018,6.45,5.78,5.06
20/02/2018,6.47,5.79,5.12
21/02/2018,6.43,5.79,5.14
22/02/2018,6.55,5.85,5.12
23/02/2018,6.6,5.9,5.11
26/02/2018,6.5,5.88,5.09
27/02/2018,6.5,5.91,5.12
28/02/2018,6.6,6,5.14
01/03/2018,6.61,6.05,5.24
02/03/2018,6.61,6.03,5.28
05/03/2018,6.58,5.99,5.3
06/03/2018,6.66,6.07,5.25
07/03/2018,6.71,6.19,5.29
08/03/2018,6.71,6.26,5.45
09/03/2018,6.8,6.3,5.49
12/03/2018,6.83,6.3,5.36
13/03/2018,6.78,6.2,5.45
14/03/2018,6.69,6.17,5.32
15/03/2018,6.67,6.14,5.33
16/03/2018,6.73,6.16,5.31
19/03/2018,6.73,6.08,5.32
20/03/2018,6.72,6,5.43
21/03/2018,6.75,5.99,5.49
22/03/2018,6.76,5.99,5.52
23/03/2018,6.87,6.03,5.42
26/03/2018,6.9,6.05,5.41
27/03/2018,6.82,6,5.41
28/03/2018,6.77,5.94,5.32
29/03/2018,6.67,5.93,5.32
02/04/2018,6.63,5.93,5.3
03/04/2018,6.61,5.94,5.29
04/04/2018,6.62,5.95,5.33
05/04/2018,6.59,5.94,5.29
06/04/2018,6.6,5.97,5.34
09/04/2018,6.63,5.97,5.38
10/04/2018,6.63,5.98,5.43
11/04/2018,6.59,5.98,5.43
12/04/2018,6.58,5.99,5.48
13/04/2018,6.57,5.99,5.53
16/04/2018,6.6,6.02,5.5
17/04/2018,6.62,6.05,5.52
18/04/2018,6.64,6.06,5.52
19/04/2018,6.68,6.06,5.55
20/04/2018,6.75,6.14,5.6
23/04/2018,6.85,6.3,5.74
24/04/2018,6.89,6.32,5.83
25/04/2018,7,6.47,6.14
26/04/2018,7.14,6.69,6.06
27/04/2018,7.03,6.64,6.07
30/04/2018,6.91,6.46,5.93
02/05/2018,6.96,6.52,6.03
03/05/2018,6.99,6.57,6.16
04/05/2018,7,6.6,6.15
07/05/2018,7.05,6.62,6.19
08/05/2018,7.2,6.78,6.33
09/05/2018,7.31,6.97,6.56
10/05/2018,7.31,6.97,6.56
11/05/2018,7.25,6.95,6.4
14/05/2018,7.1,6.94,6.48
15/05/2018,7.08,6.82,6.54
16/05/2018,7.14,6.82,6.47
17/05/2018,7.23,6.89,6.51
18/05/2018,7.31,6.95,6.55
20/05/2018,7.31,6.95,6.55
21/05/2018,7.44,7.02,6.58
22/05/2018,7.49,7.05,6.66
23/05/2018,7.6,7.08,6.71
24/05/2018,7.61,7.15,6.66
25/05/2018,7.55,7.08,6.62
28/05/2018,7.17,6.9,6.43
30/05/2018,7.16,6.82,6.42
31/05/2018,7.06,6.83,6.52
04/06/2018,6.98,6.83,6.45
05/06/2018,7.05,6.86,6.5
06/06/2018,7.16,6.86,6.51
07/06/2018,7.24,6.87,6.51
08/06/2018,7.28,6.99,6.56
20/06/2018,7.31,7.07,6.4
21/06/2018,7.48,7.12,6.73
22/06/2018,7.51,7.2,6.8
25/06/2018,7.56,7.3,6.61
26/06/2018,7.61,7.38,6.92
27/06/2018,7.7,7.44,7.38
28/06/2018,7.82,7.6,6.96
29/06/2018,7.8,7.6,7.04
02/07/2018,7.76,7.56,7.05
03/07/2018,7.79,7.61,7.1
04/07/2018,7.8,7.7,6.96
05/07/2018,7.73,7.62,7.24
06/07/2018,7.64,7.52,7.25
09/07/2018,7.5,7.42,7.07
10/07/2018,7.38,7.38,7.07
11/07/2018,7.46,7.43,7.21
12/07/2018,7.53,7.51,7.17
13/07/2018,7.48,7.44,7.09
16/07/2018,7.51,7.48,7.06
17/07/2018,7.56,7.53,7.04
18/07/2018,7.61,7.59,6.91
19/07/2018,7.76,7.68,6.74
20/07/2018,7.86,7.78,6.87
23/07/2018,7.84,7.76,6.85
24/07/2018,7.8,7.74,6.83
25/07/2018,7.78,7.69,6.83
26/07/2018,7.73,7.66,6.8
27/07/2018,7.74,7.64,6.79
30/07/2018,7.72,7.65,6.78
31/07/2018,7.76,7.66,6.68
01/08/2018,7.75,7.68,6.67
02/08/2018,7.73,7.63,6.7
03/08/2018,7.82,7.73,6.63
06/08/2018,7.8,7.71,6.73
07/08/2018,7.79,7.69,6.68
08/08/2018,7.75,7.67,6.59
09/08/2018,7.63,7.52,6.51
10/08/2018,7.68,7.54,6.55
13/08/2018,7.91,7.73,6.49
14/08/2018,8.01,7.81,7.09
15/08/2018,8,7.8,6.59
16/08/2018,7.99,7.85,6.71
20/08/2018,7.91,7.8,6.78
21/08/2018,7.84,7.74,6.8
23/08/2018,7.84,7.75,6.72
24/08/2018,7.92,7.8,6.76
27/08/2018,7.94,7.8,6.74
28/08/2018,7.96,7.81,6.76
29/08/2018,7.94,7.73,6.69
30/08/2018,7.97,7.77,6.85
31/08/2018,8.13,7.94,6.93
03/09/2018,8.23,8.06,7.6
04/09/2018,8.34,8.19,7.48
05/09/2018,8.48,8.37,7.57
06/09/2018,8.58,8.52,7.7
07/09/2018,8.52,8.46,7.73
10/09/2018,8.5,8.41,7.63
12/09/2018,8.63,8.45,7.62
13/09/2018,8.52,8.45,7.89
14/09/2018,8.5,8.39,7.58
17/09/2018,8.43,8.3,7.81
18/09/2018,8.44,8.33,7.53
19/09/2018,8.25,8.17,7.35
20/09/2018,8.22,8.15,7.22
21/09/2018,8.18,8.16,7.46
24/09/2018,8.18,8.15,7.59
25/09/2018,8.23,8.23,7.51
26/09/2018,8.24,8.23,7.27
27/09/2018,8.2,8.2,7.24
28/09/2018,8.21,8.16,7.44
01/10/2018,8.03,7.9,7.29
02/10/2018,8.09,7.95,7.37
03/10/2018,8.26,8.05,7.35
04/10/2018,8.4,8.19,7.35
05/10/2018,8.4,8.25,7.15
08/10/2018,8.43,8.28,7.19
09/10/2018,8.55,8.32,7.17
10/10/2018,8.56,8.31,7.05
11/10/2018,8.59,8.33,7.08
12/10/2018,8.74,8.44,7.06
15/10/2018,8.85,8.51,7.05
16/10/2018,8.85,8.58,7.04
17/10/2018,8.72,8.49,7.01
18/10/2018,8.56,8.44,6.96
19/10/2018,8.64,8.51,7.01
22/10/2018,8.65,8.51,6.98
23/10/2018,8.65,8.49,6.97
24/10/2018,8.6,8.43,6.95
25/10/2018,8.6,8.46,6.89
26/10/2018,8.67,8.45,6.87
29/10/2018,8.66,8.46,6.82
30/10/2018,8.63,8.46,6.84
31/10/2018,8.6,8.41,6.79
01/11/2018,8.52,8.31,6.78
02/11/2018,8.39,8.22,6.72
05/11/2018,8.34,8.16,6.67
06/11/2018,8.3,8.12,6.69
07/11/2018,8.16,7.96,6.65
08/11/2018,8.08,7.94,6.62
09/11/2018,8.08,7.95,6.61
12/11/2018,8.19,8.07,6.62
13/11/2018,8.23,8.1,6.56
14/11/2018,8.14,8.05,6.55
15/11/2018,8.11,8.05,6.51
16/11/2018,8.07,8,6.47
19/11/2018,8.05,7.99,6.46
21/11/2018,8.02,8,6.44
22/11/2018,7.99,7.99,6.26
23/11/2018,7.92,7.96,6.25
26/11/2018,7.91,7.94,6.36
27/11/2018,7.88,7.85,6.21
28/11/2018,7.9,7.9,6.22
29/11/2018,7.92,7.88,6.17
30/11/2018,7.87,7.85,6.33
03/12/2018,7.83,7.83,6.3
04/12/2018,7.83,7.81,6.29
05/12/2018,7.87,7.86,6.3
06/12/2018,7.97,7.97,6.27
07/12/2018,8.05,7.97,6.24
10/12/2018,8.11,8.04,5.99
11/12/2018,8.28,8.17,6.3
12/12/2018,8.22,8.13,6.46
13/12/2018,8.13,8.12,6.4
14/12/2018,8.07,8.03,6.64
17/12/2018,8.13,8.09,6.35
18/12/2018,8.13,8.09,6.61
19/12/2018,8.02,7.98,6.47
20/12/2018,7.99,7.97,6.5
21/12/2018,7.98,7.91,6.48
26/12/2018,8.01,7.77,6.47
27/12/2018,8.02,7.84,6.37
28/12/2018,7.98,7.87,6.31
31/12/2018,8,7.85,5.88
02/01/2019,8.01,7.87,5.85
03/01/2019,8.08,7.9,5.79
04/01/2019,8.08,8.02,6.08
07/01/2019,7.89,7.8,6.16
08/01/2019,7.89,7.87,6.17
09/01/2019,7.95,7.86,6.56
10/01/2019,7.92,7.86,6.51
11/01/2019,7.96,7.88,6.52
14/01/2019,7.98,7.9,6.51
15/01/2019,8.01,7.97,6.51
16/01/2019,8.07,7.98,6.45
17/01/2019,8.08,7.99,6.51
18/01/2019,8.09,7.99,6.46
21/01/2019,8.09,7.99,6.47
22/01/2019,8.1,8,6.51
23/01/2019,8.08,7.99,6.47
24/01/2019,8.1,7.98,6.4
25/01/2019,8.1,8,6.39
28/01/2019,8.1,8,6.41
29/01/2019,8.14,8,6.45
30/01/2019,8.16,7.99,6.43
31/01/2019,8.05,7.87,6.37
01/02/2019,7.91,7.8,6.34
04/02/2019,7.85,7.73,6.24
06/02/2019,7.78,7.69,6.28
07/02/2019,7.79,7.7,6.22
08/02/2019,7.86,7.74,6.29
11/02/2019,7.92,7.77,6.27
12/02/2019,7.94,7.78,6.25
13/02/2019,7.89,7.74,6.23
14/02/2019,7.97,7.79,7.15
15/02/2019,8.02,7.82,7.13
18/02/2019,8.01,7.82,7.09
19/02/2019,7.99,7.8,7.16
20/02/2019,7.91,7.76,7.14
21/02/2019,7.94,7.76,7.1
22/02/2019,7.96,7.76,7.08
25/02/2019,7.9,7.71,7.08
26/02/2019,7.83,7.67,7.07
27/02/2019,7.8,7.53,7.06
28/02/2019,7.8,7.54,7.04
01/03/2019,7.84,7.5,7.02
04/03/2019,7.86,7.49,7
05/03/2019,7.86,7.47,7
06/03/2019,7.89,7.5,6.98
08/03/2019,7.96,7.56,6.96
11/03/2019,7.96,7.54,6.96
12/03/2019,7.89,7.49,6.93
13/03/2019,7.86,7.45,6.94
14/03/2019,7.84,7.43,6.92
15/03/2019,7.8,7.39,6.9
18/03/2019,7.74,7.32,6.9
19/03/2019,7.73,7.31,6.91
20/03/2019,7.72,7.27,6.91
21/03/2019,7.62,7.16,6.89
22/03/2019,7.6,7.12,6.84
25/03/2019,7.65,7.17,6.69
26/03/2019,7.63,7.11,6.74
27/03/2019,7.62,7.07,6.69
28/03/2019,7.66,7.14,6.68
29/03/2019,7.67,7.16,6.66
01/04/2019,7.59,7.11,6.62
02/04/2019,7.6,7.13,6.76
04/04/2019,7.59,7.11,6.69
05/04/2019,7.56,7.09,6.71
08/04/2019,7.63,7.12,6.6
09/04/2019,7.66,7.16,6.68
10/04/2019,7.67,7.17,6.62
11/04/2019,7.67,7.15,6.64
12/04/2019,7.68,7.17,6.63
15/04/2019,7.67,7.15,6.63
16/04/2019,7.63,7.13,6.56
18/04/2019,7.58,7.1,6.55
22/04/2019,7.62,7.12,6.5
23/04/2019,7.65,7.13,6.49
24/04/2019,7.68,7.17,6.49
25/04/2019,7.74,7.18,6.47
26/04/2019,7.78,7.21,6.46
29/04/2019,7.78,7.23,6.51
30/04/2019,7.8,7.29,6.53
02/05/2019,7.85,7.35,6.54
03/05/2019,7.87,7.44,6.54
06/05/2019,7.93,7.47,6.63
07/05/2019,7.98,7.5,6.65
08/05/2019,8.03,7.53,6.61
09/05/2019,8.06,7.56,6.58
10/05/2019,8.03,7.51,6.57
13/05/2019,8.03,7.52,6.61
14/05/2019,8.07,7.55,6.6
15/05/2019,8.02,7.52,6.59
16/05/2019,8.01,7.53,6.6
17/05/2019,8.03,7.53,6.66
20/05/2019,8.09,7.57,6.6
21/05/2019,8.09,7.58,6.59
22/05/2019,8.09,7.59,6.65
23/05/2019,8.05,7.6,6.62
24/05/2019,7.93,7.49,6.65
27/05/2019,7.91,7.47,6.66
28/05/2019,7.96,7.52,6.69
29/05/2019,8.03,7.57,6.57
31/05/2019,8.02,7.56,6.53
10/06/2019,7.74,7.37,6.53
11/06/2019,7.72,7.31,6.56
12/06/2019,7.7,7.3,6.56
13/06/2019,7.7,7.25,6.54
14/06/2019,7.7,7.23,6.52
17/06/2019,7.67,7.17,6.42
18/06/2019,7.66,7.14,6.39
19/06/2019,7.58,7.04,6.55
20/06/2019,7.46,6.88,6.55
21/06/2019,7.41,6.89,6.54
24/06/2019,7.49,6.92,6.53
25/06/2019,7.45,6.87,6.52
26/06/2019,7.44,6.9,6.51
27/06/2019,7.42,6.91,6.54
28/06/2019,7.37,6.87,6.54
01/07/2019,7.37,6.86,6.53
02/07/2019,7.34,6.87,6.52
03/07/2019,7.3,6.79,6.51
04/07/2019,7.25,6.81,6.48
05/07/2019,7.22,6.77,6.47
08/07/2019,7.25,6.79,6.45
09/07/2019,7.27,6.75,6.44
10/07/2019,7.33,6.78,6.41
11/07/2019,7.23,6.65,6.38
12/07/2019,7.2,6.58,6.3
15/07/2019,7.12,6.52,6.28
16/07/2019,7.1,6.5,6.25
17/07/2019,7.12,6.51,6.24
18/07/2019,7.14,6.52,6.21
19/07/2019,7.14,6.52,6.21
22/07/2019,7.18,6.56,6.22
23/07/2019,7.26,6.67,6.21
24/07/2019,7.27,6.69,6.23
25/07/2019,7.19,6.62,6.21
26/07/2019,7.22,6.64,6.19
29/07/2019,7.26,6.69,6.22
30/07/2019,7.31,6.76,6.23
31/07/2019,7.38,6.82,6.22
01/08/2019,7.48,6.92,6.23
02/08/2019,7.54,6.98,6.25
05/08/2019,7.63,7.06,6.29
06/08/2019,7.67,7.12,6.26
07/08/2019,7.51,7.05,6.26
08/08/2019,7.41,6.91,6.23
09/08/2019,7.31,6.79,6.33
12/08/2019,7.34,6.86,6.23
13/08/2019,7.46,6.91,6.26
14/08/2019,7.44,6.87,6.29
15/08/2019,7.46,6.84,6.26
16/08/2019,7.41,6.81,6.24
19/08/2019,7.33,6.74,6.22
20/08/2019,7.35,6.76,6.22
21/08/2019,7.31,6.73,6.22
22/08/2019,7.24,6.68,6.17
23/08/2019,7.24,6.66,6.21
26/08/2019,7.29,6.74,6.14
27/08/2019,7.28,6.74,6.2
28/08/2019,7.33,6.78,6.2
29/08/2019,7.35,6.79,6.23
30/08/2019,7.35,6.78,6.23
02/09/2019,7.33,6.77,6.26
03/09/2019,7.36,6.78,6.26
04/09/2019,7.35,6.79,6.24
05/09/2019,7.32,6.73,6.2
06/09/2019,7.32,6.73,6.25
09/09/2019,7.29,6.71,6.24
10/09/2019,7.26,6.67,6.23
11/09/2019,7.26,6.69,6.22
12/09/2019,7.26,6.69,6.18
13/09/2019,7.2,6.61,6.16
16/09/2019,7.24,6.67,6.15
17/09/2019,7.27,6.68,6.14
18/09/2019,7.23,6.61,6.15
19/09/2019,7.21,6.62,6.04
20/09/2019,7.24,6.62,6.03
23/09/2019,7.25,6.62,6.03
24/09/2019,7.31,6.7,6.02
25/09/2019,7.33,6.74,6.01
26/09/2019,7.32,6.74,5.97
27/09/2019,7.33,6.75,6.04
30/09/2019,7.3,6.72,5.94
01/10/2019,7.3,6.7,5.96
02/10/2019,7.28,6.69,5.95
03/10/2019,7.26,6.68,5.92
04/10/2019,7.23,6.65,5.9
07/10/2019,7.24,6.65,5.87
08/10/2019,7.26,6.65,5.88
09/10/2019,7.27,6.7,5.87
10/10/2019,7.28,6.68,5.82
11/10/2019,7.25,6.68,5.81
14/10/2019,7.21,6.65,5.81
15/10/2019,7.22,6.63,5.91
16/10/2019,7.18,6.64,5.89
17/10/2019,7.14,6.63,5.91
18/10/2019,7.14,6.64,5.89
